,V1,V2,consonant,underlying,fronted,rounded,high,group,model,Time,Attention,Loss
155,o,L,b,ob-L,0,1,1,rounding,4,0,0.3821595013141632,0.0002274678263347596
156,u,L,b,ub-L,0,1,1,rounding,4,0,0.4401400089263916,8.19791603134945e-05
157,y,L,b,yb-L,1,1,1,rounding,4,0,0.5783213973045349,0.00016008102102205157
158,ø,L,b,øb-L,1,1,1,rounding,4,0,0.5377373099327087,0.00012594921281561255
159,ɯ,L,b,ɯb-L,0,0,1,rounding,4,0,0.5707652568817139,1.3362764548219275e-05
160,i,H,g,ig-H,1,0,1,rounding,4,0,0.8620398640632629,2.5888223262882093e-06
161,a,H,g,ag-H,0,0,0,rounding,4,0,0.7452371716499329,0.0019760923460125923
162,e,H,g,eg-H,1,0,0,rounding,4,0,0.7816857099533081,0.00023298547603189945
163,o,H,g,og-H,0,1,1,rounding,4,0,0.46979764103889465,0.0006642374210059643
164,u,H,g,ug-H,0,1,1,rounding,4,0,0.46248167753219604,1.6705165762687102e-05
165,y,H,g,yg-H,1,1,1,rounding,4,0,0.4950792193412781,3.742374974535778e-05
166,ø,H,g,øg-H,1,1,1,rounding,4,0,0.5094512701034546,0.0004953584284521639
167,ɯ,H,g,ɯg-H,0,0,1,rounding,4,0,0.6236032843589783,0.0001211954586324282
168,i,L,g,ig-L,1,0,1,rounding,4,0,0.8526058793067932,0.00011453836486907676
169,a,L,g,ag-L,0,0,0,rounding,4,0,0.7553184032440186,0.003251488786190748
170,e,L,g,eg-L,1,0,0,rounding,4,0,0.7797791361808777,0.0004030655836686492
171,o,L,g,og-L,0,1,1,rounding,4,0,0.5406015515327454,0.0015532078687101603
172,u,L,g,ug-L,0,1,1,rounding,4,0,0.5260521173477173,0.0006019819411449134
173,y,L,g,yg-L,1,1,1,rounding,4,0,0.5562670230865479,0.000825939467176795
174,ø,L,g,øg-L,1,1,1,rounding,4,0,0.5852941274642944,0.001763150212354958
175,ɯ,L,g,ɯg-L,0,0,1,rounding,4,0,0.6199977993965149,0.000184692966286093
176,i,H,d,id-H,1,0,1,rounding,4,0,0.739101767539978,3.717734944075346e-05
177,a,H,d,ad-H,0,0,0,rounding,4,0,0.5167940855026245,0.00020919175585731864
178,e,H,d,ed-H,1,0,0,rounding,4,0,0.7530034780502319,0.0003124726645182818
179,o,H,d,od-H,0,1,1,rounding,4,0,0.3424990773200989,0.0007446110248565674
180,u,H,d,ud-H,0,1,1,rounding,4,0,0.3602392077445984,0.0005249731475487351
181,y,H,d,yd-H,1,1,1,rounding,4,0,0.42620977759361267,0.00046950855175964534
182,ø,H,d,ød-H,1,1,1,rounding,4,0,0.3561793863773346,0.0005814231117255986
183,ɯ,H,d,ɯd-H,0,0,1,rounding,4,0,0.6340685486793518,0.00034168080310337245
184,i,L,d,id-L,1,0,1,rounding,4,0,0.7109038233757019,0.00019597340724430978
185,a,L,d,ad-L,0,0,0,rounding,4,0,0.5139395594596863,0.0012445537140592933
186,e,L,d,ed-L,1,0,0,rounding,4,0,0.7392772436141968,0.0009130907710641623
187,o,L,d,od-L,0,1,1,rounding,4,0,0.4471411108970642,0.0005850246525369585
188,u,L,d,ud-L,0,1,1,rounding,4,0,0.4677414298057556,4.526278644334525e-05
189,y,L,d,yd-L,1,1,1,rounding,4,0,0.525611400604248,0.00010148830187972635
190,ø,L,d,ød-L,1,1,1,rounding,4,0,0.4588761627674103,2.5854335035546683e-05
191,ɯ,L,d,ɯd-L,0,0,1,rounding,4,0,0.6273790001869202,8.418293145950884e-05
192,i,H,b,ib-H,1,0,1,rounding,5,0,0.6921263933181763,0.0010548991849645972
193,a,H,b,ab-H,0,0,0,rounding,5,0,0.7444795370101929,0.0002460670657455921
194,e,H,b,eb-H,1,0,0,rounding,5,0,0.7662889361381531,0.0003434679820202291
195,o,H,b,ob-H,0,1,1,rounding,5,0,0.4958483576774597,0.0011608162894845009
196,u,H,b,ub-H,0,1,1,rounding,5,0,0.5877994894981384,0.0004945034743286669
197,y,H,b,yb-H,1,1,1,rounding,5,0,0.53558349609375,0.000171175881405361
198,ø,H,b,øb-H,1,1,1,rounding,5,0,0.6082202792167664,0.00046140284393914044
199,ɯ,H,b,ɯb-H,0,0,1,rounding,5,0,0.6319159269332886,0.0006331243203021586
200,i,L,b,ib-L,1,0,1,rounding,5,0,0.7392479777336121,0.0008302026544697583
201,a,L,b,ab-L,0,0,0,rounding,5,0,0.796512246131897,0.0009405614109709859
202,e,L,b,eb-L,1,0,0,rounding,5,0,0.8219731450080872,0.00018013440421782434
203,o,L,b,ob-L,0,1,1,rounding,5,0,0.517450749874115,0.00014345023373607546
204,u,L,b,ub-L,0,1,1,rounding,5,0,0.6096369624137878,0.0003084878553636372
205,y,L,b,yb-L,1,1,1,rounding,5,0,0.5617855191230774,0.00022352153609972447
206,ø,L,b,øb-L,1,1,1,rounding,5,0,0.6354215741157532,0.00021518493304029107
207,ɯ,L,b,ɯb-L,0,0,1,rounding,5,0,0.6687329411506653,0.0015540611930191517
208,i,H,g,ig-H,1,0,1,rounding,5,0,0.7358227372169495,0.0006724325940012932
209,a,H,g,ag-H,0,0,0,rounding,5,0,0.7201371192932129,0.002085534855723381
210,e,H,g,eg-H,1,0,0,rounding,5,0,1.092509150505066,0.00023223046446219087
211,o,H,g,og-H,0,1,1,rounding,5,0,0.5105248093605042,0.0019089749548584223
212,u,H,g,ug-H,0,1,1,rounding,5,0,0.536568820476532,0.000328141002682969
213,y,H,g,yg-H,1,1,1,rounding,5,0,0.5736105442047119,0.0003772389318328351
214,ø,H,g,øg-H,1,1,1,rounding,5,0,0.5398735404014587,0.001649727113544941
215,ɯ,H,g,ɯg-H,0,0,1,rounding,5,0,0.7787790298461914,4.984024053555913e-05
216,i,L,g,ig-L,1,0,1,rounding,5,0,0.7842190265655518,6.959733127587242e-06
217,a,L,g,ag-L,0,0,0,rounding,5,0,0.8065118193626404,0.0021570436656475067
218,e,L,g,eg-L,1,0,0,rounding,5,0,1.1305502653121948,0.0006589523982256651
219,o,L,g,og-L,0,1,1,rounding,5,0,0.5741000175476074,0.0002776247856672853
220,u,L,g,ug-L,0,1,1,rounding,5,0,0.5901753306388855,0.00039032151107676327
221,y,L,g,yg-L,1,1,1,rounding,5,0,0.6203781366348267,0.00021170289255678654
222,ø,L,g,øg-L,1,1,1,rounding,5,0,0.5965422987937927,0.0004938546335324645
223,ɯ,L,g,ɯg-L,0,0,1,rounding,5,0,0.8285041451454163,0.0006832429207861423
224,i,H,d,id-H,1,0,1,rounding,5,0,0.7141362428665161,0.00023529259487986565
225,a,H,d,ad-H,0,0,0,rounding,5,0,0.7009108662605286,0.0003557141462806612
226,e,H,d,ed-H,1,0,0,rounding,5,0,0.8274785280227661,0.0008415647898800671
227,o,H,d,od-H,0,1,1,rounding,5,0,0.4862961769104004,0.000726971949916333
228,u,H,d,ud-H,0,1,1,rounding,5,0,0.5589290261268616,0.00101496244315058
229,y,H,d,yd-H,1,1,1,rounding,5,0,0.48096325993537903,0.0002780637005344033
230,ø,H,d,ød-H,1,1,1,rounding,5,0,0.5176161527633667,0.0005512901116162539
231,ɯ,H,d,ɯd-H,0,0,1,rounding,5,0,0.526069164276123,0.0018682540394365788
232,i,L,d,id-L,1,0,1,rounding,5,0,0.7674362063407898,0.00015719547809567302
233,a,L,d,ad-L,0,0,0,rounding,5,0,0.73789381980896,0.00027142540784552693
234,e,L,d,ed-L,1,0,0,rounding,5,0,0.8698254227638245,3.939901216654107e-05
235,o,L,d,od-L,0,1,1,rounding,5,0,0.5088583827018738,0.0004329063231125474
236,u,L,d,ud-L,0,1,1,rounding,5,0,0.581092894077301,0.0016552747692912817
237,y,L,d,yd-L,1,1,1,rounding,5,0,0.5120798945426941,0.0010991725139319897
238,ø,L,d,ød-L,1,1,1,rounding,5,0,0.5471293926239014,1.65030469361227e-05
239,ɯ,L,d,ɯd-L,0,0,1,rounding,5,0,0.5780633687973022,0.005128421355038881
240,i,H,b,ib-H,1,0,1,rounding,6,0,0.8807656764984131,0.0009633099543862045
241,a,H,b,ab-H,0,0,0,rounding,6,0,0.7249234914779663,0.000930545968003571
242,e,H,b,eb-H,1,0,0,rounding,6,0,0.8011903762817383,0.002480895258486271
243,o,H,b,ob-H,0,1,1,rounding,6,0,0.48629191517829895,0.00221460172906518
244,u,H,b,ub-H,0,1,1,rounding,6,0,0.5225051045417786,0.006523074582219124
245,y,H,b,yb-H,1,1,1,rounding,6,0,0.7096154093742371,0.0018468875205144286
246,ø,H,b,øb-H,1,1,1,rounding,6,0,0.7017813920974731,0.00019773996609728783
247,ɯ,H,b,ɯb-H,0,0,1,rounding,6,0,0.8294392228126526,0.00028951335116289556
248,i,L,b,ib-L,1,0,1,rounding,6,0,0.9617739915847778,0.00033336348133161664
249,a,L,b,ab-L,0,0,0,rounding,6,0,0.8347221612930298,0.0002742009237408638
250,e,L,b,eb-L,1,0,0,rounding,6,0,0.8959878087043762,0.001236907672137022
251,o,L,b,ob-L,0,1,1,rounding,6,0,0.5424374938011169,0.000543410365935415
252,u,L,b,ub-L,0,1,1,rounding,6,0,0.5798646211624146,0.0028322816360741854
253,y,L,b,yb-L,1,1,1,rounding,6,0,0.7780889272689819,0.000376680342014879
254,ø,L,b,øb-L,1,1,1,rounding,6,0,0.7615436911582947,0.00016114873869810253
255,ɯ,L,b,ɯb-L,0,0,1,rounding,6,0,0.8820830583572388,0.0009413951775059104
256,i,H,g,ig-H,1,0,1,rounding,6,0,1.02407705783844,7.767375791445374e-05
257,a,H,g,ag-H,0,0,0,rounding,6,0,1.2194756269454956,0.0028914487920701504
258,e,H,g,eg-H,1,0,0,rounding,6,0,1.2393624782562256,0.00034611174487508833
259,o,H,g,og-H,0,1,1,rounding,6,0,0.6349928379058838,0.002415058668702841
260,u,H,g,ug-H,0,1,1,rounding,6,0,0.6046376824378967,0.00026961963158100843
261,y,H,g,yg-H,1,1,1,rounding,6,0,0.6599174737930298,0.0005469350726343691
262,ø,H,g,øg-H,1,1,1,rounding,6,0,0.684027373790741,0.0024080288130789995
263,ɯ,H,g,ɯg-H,0,0,1,rounding,6,0,0.8039557933807373,0.0003381847054697573
264,i,L,g,ig-L,1,0,1,rounding,6,0,1.1100202798843384,8.956346573540941e-05
265,a,L,g,ag-L,0,0,0,rounding,6,0,1.4779789447784424,0.001071868697181344
266,e,L,g,eg-L,1,0,0,rounding,6,0,1.390416145324707,0.00010476870374986902
267,o,L,g,og-L,0,1,1,rounding,6,0,0.6361443400382996,0.00220102840103209
268,u,L,g,ug-L,0,1,1,rounding,6,0,0.619695782661438,0.000417809234932065
269,y,L,g,yg-L,1,1,1,rounding,6,0,0.682235598564148,0.0008217993890866637
270,ø,L,g,øg-L,1,1,1,rounding,6,0,0.6998879313468933,0.0029243463650345802
271,ɯ,L,g,ɯg-L,0,0,1,rounding,6,0,0.8383502960205078,0.000673638773150742
272,i,H,d,id-H,1,0,1,rounding,6,0,0.966869056224823,0.001168664894066751
273,a,H,d,ad-H,0,0,0,rounding,6,0,0.8504120111465454,0.0005736218299716711
274,e,H,d,ed-H,1,0,0,rounding,6,0,1.043211817741394,0.0019098558695986867
275,o,H,d,od-H,0,1,1,rounding,6,0,0.3831503391265869,0.000500445778016001
276,u,H,d,ud-H,0,1,1,rounding,6,0,0.318096399307251,0.002909747650846839
277,y,H,d,yd-H,1,1,1,rounding,6,0,0.4479195475578308,2.6939207600662485e-05
278,ø,H,d,ød-H,1,1,1,rounding,6,0,0.5656374096870422,0.001111156539991498
279,ɯ,H,d,ɯd-H,0,0,1,rounding,6,0,0.6815844178199768,0.00048627599608153105
280,i,L,d,id-L,1,0,1,rounding,6,0,1.0067015886306763,0.0005733780562877655
281,a,L,d,ad-L,0,0,0,rounding,6,0,0.858607292175293,0.00034397910349071026
282,e,L,d,ed-L,1,0,0,rounding,6,0,1.075126051902771,0.0009427019977010787
283,o,L,d,od-L,0,1,1,rounding,6,0,0.40387025475502014,0.0007350011728703976
284,u,L,d,ud-L,0,1,1,rounding,6,0,0.33734363317489624,0.002927239518612623
285,y,L,d,yd-L,1,1,1,rounding,6,0,0.4698379635810852,0.00011038319644285366
286,ø,L,d,ød-L,1,1,1,rounding,6,0,0.5862678289413452,0.0012483688769862056
287,ɯ,L,d,ɯd-L,0,0,1,rounding,6,0,0.6681933999061584,0.00039438498788513243
288,i,H,b,ib-H,1,0,1,rounding,7,0,0.8778011202812195,0.0006222903029993176
289,a,H,b,ab-H,0,0,0,rounding,7,0,0.8260369300842285,0.000968177046161145
290,e,H,b,eb-H,1,0,0,rounding,7,0,1.035667896270752,0.0009486102499067783
291,o,H,b,ob-H,0,1,1,rounding,7,0,0.6457857489585876,0.000778973859269172
292,u,H,b,ub-H,0,1,1,rounding,7,0,0.632686972618103,0.0006345469155348837
293,y,H,b,yb-H,1,1,1,rounding,7,0,0.9501156806945801,7.138838554965332e-05
294,ø,H,b,øb-H,1,1,1,rounding,7,0,1.0527530908584595,0.0013344454346224666
295,ɯ,H,b,ɯb-H,0,0,1,rounding,7,0,0.7096649408340454,0.002164368750527501
296,i,L,b,ib-L,1,0,1,rounding,7,0,0.8900309801101685,0.00010446250234963372
297,a,L,b,ab-L,0,0,0,rounding,7,0,0.8690025210380554,0.0004545378324110061
298,e,L,b,eb-L,1,0,0,rounding,7,0,1.0485421419143677,0.00048715618322603405
